id,villeLowerCase,zipCode,long,lat
7062,molesme,21330,4.35695,47.935
7063,agey,21410,4.76667,47.2833
7064,vic sous thil,21390,4.31667,47.3667
7065,dree,21540,4.68333,47.35
7066,pluvet,21110,5.26667,47.2
7067,velars sur ouche,21370,4.9,47.3333
7068,gissey le vieil,21350,4.48333,47.3167
7069,heuilley sur saone,21270,5.45,47.3333
7070,cussy le chatel,21230,4.58333,47.1667
7071,marandeuil,21270,5.35,47.35
7072,charrey sur saone,21170,5.16667,47.0833
7073,echannay,21540,4.68333,47.2833
7074,montigny sur aube,21520,4.76667,47.95
7075,chenove,21300,5,47.2833
7076,pernand vergelesses,21420,4.85112,47.08
7077,vic des pres,21360,4.63333,47.1
7078,bessey en chaume,21360,4.73333,47.0833
7079,foissy,21230,4.56667,47.1167
7080,villars fontaine,21700,4.88333,47.15
7081,villiers en morvan,21430,4.26667,47.15
7082,savigny les beaune,21420,4.81667,47.0667
7083,bouze les beaune,21200,4.76667,47.05
7084,tellecey,21270,5.28333,47.2833
7085,montagny les seurre,21250,5.25,47.0167
7086,pothieres,21400,4.5,47.9167
7087,villotte sur ource,21400,4.68333,47.8667
7088,martrois,21320,4.53333,47.3
7089,gerland,21700,5,47.1
7090,chassagne montrachet,21190,4.73333,46.9333
7091,magny les aubigny,21170,5.16667,47.1167
7092,combertault,21200,4.9,47
7093,saint jean de boeuf,21410,4.75,47.2167
7094,gevrolles,21520,4.7805,47.9833
7095,reulle vergy,21220,4.9,47.1833
7096,vianges,21430,4.33333,47.1667
7097,glanon,21250,5.1,47.0333
7098,faverolles les lucey,21290,4.86667,47.8333
7099,bouhey,21360,4.66667,47.2
7100,corpeau,21190,4.75,46.9333
7101,souhey,21140,4.41667,47.4833
7102,avot,21580,5.01667,47.6167
7103,boussey,21350,4.55,47.3667
7104,montceau et echarnant,21360,4.66667,47.0667
7105,bellefond,21490,5.06667,47.3833
7106,fain les moutiers,21500,4.21667,47.5833
7107,gevrey chambertin,21220,4.95,47.2333
7108,bousselange,21250,5.26667,46.9833
7109,brazey en morvan,21430,4.3,47.1833
7110,crecey sur tille,21120,5.13333,47.5667
7111,longchamp,21110,5.28333,47.25
7112,aignay le duc,21510,4.73333,47.6667
7113,clomot,21230,4.48333,47.1833
7114,bourberain,21610,5.3,47.5
7115,vauchignon,21340,4.65,46.9667
7116,levernois,21200,4.86667,47
7117,crepand,21500,4.31667,47.6167
7118,vanvey,21400,4.7,47.8333
7119,thenissey,21150,4.61667,47.5
7120,roilly,21390,4.35,47.4167
7121,villedieu,21330,4.36667,47.9167
7122,magny la ville,21140,4.43333,47.4833
7123,pagny le chateau,21250,5.18333,47.05
7124,chaume les baigneux,21450,4.58333,47.6333
7125,quemigny poisot,21220,4.86667,47.2333
7126,champagny,21440,4.76667,47.4667
7127,forleans,21460,4.2,47.4833
7128,bremur et vaurois,21400,4.6,47.7333
7129,precy sous thil,21390,4.31667,47.3833
7130,brianny,21390,4.36667,47.4167
7131,savolles,21310,5.26667,47.3833
7132,rougemont,21500,4.25,47.6667
7133,pontailler sur saone,21270,5.41667,47.3
7134,val suzon,21121,4.9,47.4167
7135,marcheseuil,21430,4.35,47.15
7136,nantoux,21190,4.75,47.0333
7137,orgeux,21490,5.15,47.3667
7138,grignon,21150,4.4,47.5667
7139,jancigny,21310,5.4,47.3833
7140,montigny montfort,21500,4.33333,47.5833
7141,malain,21410,4.78333,47.3167
7142,arcenant,21700,4.85,47.1333
7143,villeneuve sous charigny,21140,4.4,47.4333
7144,crimolois,21800,5.11667,47.2667
7145,bessey les citeaux,21110,5.16667,47.15
7146,pichanges,21120,5.15,47.4667
7147,vonges,21270,5.4,47.3
7148,corsaint,21460,4.2,47.5333
7149,bouix,21330,4.48333,47.8833
7150,epernay sous gevrey,21220,5.03333,47.1833
7151,brochon,21220,4.96667,47.2333
7152,lacour d arcenay,21210,4.25,47.3667
7153,laperriere sur saone,21170,5.35,47.1167
7154,sainte sabine,21320,4.61667,47.1833
7155,villy le moutier,21250,5,47.0333
7156,noiron sous gevrey,21910,5.08333,47.2
7157,remilly en montagne,21540,4.73333,47.2833
7158,losne,21170,5.26667,47.1
7159,savouges,21910,5.06667,47.1833
7160,tart le bas,21110,5.21667,47.2167
7161,soussey sur brionne,21350,4.53333,47.3167
7162,longecourt en plaine,21110,5.15,47.1833
7163,izeure,21110,5.13333,47.1667
7164,jours les baigneux,21450,4.59973,47.6298
7165,beire le fort,21110,5.25,47.2333
7166,verrey sous dree,21540,4.68333,47.3667
7167,fontaines en duesmois,21450,4.55,47.65
7168,courtivron,21120,4.96667,47.5333
7169,orain,21610,5.43333,47.6167
7170,saint andeux,21530,4.1,47.4
7171,seurre,21250,5.15,47
7172,flee,21140,4.33333,47.4333
7173,chaux,21700,4.9,47.1333
7174,marcigny sous thil,21390,4.38333,47.4
7175,manlay,21430,4.35,47.1333
7176,beaulieu,21510,4.72778,47.7273
7177,saint julien,21490,5.13333,47.4
7178,boux sous salmaise,21690,4.63333,47.4667
7179,villers rotin,21130,5.4,47.15
7180,brain,21350,4.5,47.4667
7181,flagey les auxonne,21130,5.4,47.1333
7182,volnay,21190,4.78139,47.0014
7183,aloxe corton,21420,4.86667,47.0667
7184,blaisy haut,21540,4.75,47.35
7185,poncey les athee,21130,5.38333,47.2333
7186,detain et bruant,21220,4.78333,47.1667
7187,etaules,21121,4.95,47.4
7188,cheuge,21310,5.4,47.3833
7189,beaune,21200,4.83333,47.0333
7190,crugey,21360,4.68333,47.1833
7191,hauteville les dijon,21121,5,47.3667
7192,til chatel,21120,5.16667,47.5167
7193,flammerans,21130,5.45,47.2333
7194,aubigny les sombernon,21540,4.65,47.3
7195,saint marc sur seine,21450,4.6,47.7
7196,corcelles les citeaux,21910,5.08333,47.1667
7197,reneve,21310,5.41667,47.4
7198,chambeire,21110,5.25,47.2833
7199,villotte saint seine,21690,4.7,47.4333
7200,fontaines les seches,21330,4.35,47.7833
7201,bussy la pesle,21540,4.7,47.3667
7202,vernois les vesvres,21260,5.15,47.65
7203,bissey la cote,21520,4.71667,47.9167
7204,segrois,21220,4.9,47.1667
7205,perrigny sur l ognon,21270,5.45,47.3167
7206,clamerey,21390,4.43333,47.3833
7207,louesme,21520,4.75889,47.897
7208,brognon,21490,5.16667,47.4
7209,oisilly,21310,5.36667,47.4167
7210,montmancon,21270,5.38333,47.35
7211,baulme la roche,21410,4.8,47.35
7212,cussey les forges,21580,5.08333,47.65
7213,sainte marie sur ouche,21410,4.8,47.2833
7214,treclun,21130,5.28333,47.1833
7215,veronnes,21260,5.23056,47.5342
7216,oigny,21450,4.71667,47.5667
7217,tart le haut,21110,5.2,47.2
7218,labruyere,21250,5.15,47.0333
7219,mimeure,21230,4.5,47.15
7220,tillenay,21130,5.35,47.1833
7221,vosne romanee,21700,4.95,47.1667
7222,comblanchien,21700,4.91667,47.1
7223,lucey,21290,4.86667,47.85
7224,merceuil,21190,4.83333,46.95
7225,courcelles les montbard,21500,4.4,47.6
7226,painblanc,21360,4.63333,47.15
7227,noiron sur beze,21310,5.3,47.4333
7228,lignerolles,21520,4.88333,47.9
7229,bouilland,21420,4.78333,47.1333
7230,flacey,21490,5.15,47.4333
7231,sainte colombe,21350,4.45778,47.427
7232,verrey sous salmaise,21690,4.66667,47.4333
7233,dijon,21000-21100,5.01667,47.3167
7234,echenon,21170,5.28333,47.1167
7235,maligny,21230,4.50917,47.0853
7236,epoisses,21460,4.16667,47.5
7237,antigny la ville,21230,4.55,47.1
7238,auxey duresses,21190,4.75,46.9833
7239,echevronne,21420,4.85,47.1
7240,meursanges,21200,4.95,46.9833
7241,normier,21390,4.43333,47.3667
7242,salmaise,21690,4.66667,47.45
7243,balot,21330,4.43333,47.8167
7244,grenant les sombernon,21540,4.71667,47.2667
7245,chatillon sur seine,21400,4.55,47.85
7246,blanot,21430,4.23611,47.1723
7247,saint mesmin,21540,4.65,47.35
7248,saint bernard,21700,5.01667,47.1667
7249,jouey,21230,4.45,47.15
7250,longecourt les culetre,21230,4.55,47.1667
7251,premeaux prissey,21700,4.93473,47.1123
7252,meursault,21190,4.76667,46.9833
7253,foncegrive,21260,5.16667,47.6167
7254,etais,21500,4.43333,47.7
7255,agencourt,21700,4.98333,47.1333
7256,quincy le vicomte,21500,4.25,47.6
7257,charigny,21140,4.43333,47.4333
7258,missery,21210,4.36667,47.3
7259,aubaine,21360,4.71667,47.1333
7260,saint thibault,21350,4.46667,47.3667
7261,echalot,21510,4.83333,47.6167
7262,gergueil,21410,4.81667,47.2333
7263,veuxhaulles sur aube,21520,4.8,47.95
7264,villers les pots,21130,5.35,47.2167
7265,ivry en montagne,21340,4.63333,47.0333
7266,darcey,21150,4.56667,47.55
7267,massingy,21400,4.6,47.9
7268,nolay,21340,4.63389,46.9517
7269,bessey la cour,21360,4.61667,47.1
7270,saint martin de la mer,21210,4.23333,47.2333
7271,fussey,21700,4.83333,47.1167
7272,millery,21140,4.33861,47.5281
7273,nicey,21330,4.31667,47.8667
7274,le meix,21580,4.94167,47.6
7275,voudenay,21230,4.38333,47.0833
7276,perrigny les dijon,21160,5,47.2667
7277,origny,21510,4.63333,47.7
7278,sennecey les dijon,21800,5.1,47.2833
7279,saint prix les arnay,21230,4.5,47.1167
7280,allerey,21230,4.43834,47.1895
7281,boussenois,21260,5.21667,47.6333
7282,vic de chassenay,21140,4.26667,47.4667
7283,duesme,21510,4.68333,47.65
7284,magny sur tille,21110,5.16667,47.2667
7285,cussy la colonne,21360,4.65,47.05
7286,etrochey,21400,4.53333,47.8833
7287,thorey en plaine,21110,5.13333,47.2167
7288,villargoix,21210,4.3,47.2833
7289,mont saint jean,21320,4.4,47.2833
7290,bussy le grand,21150,4.51667,47.5833
7291,thoires,21570,4.68333,47.9333
7292,brazey en plaine,21470,5.21667,47.1333
7293,bligny le sec,21440,4.73333,47.4333
7294,la bussiere sur ouche,21360,4.71667,47.2167
7295,rochefort sur brevon,21510,4.7,47.7333
7296,flavignerot,21160,4.91667,47.2833
7297,vievy,21230,4.45,47.05
7298,santenay,21590,4.68333,46.9167
7299,santosse,21340,4.63333,47
7300,fontaine les dijon,21121,5.01917,47.3434
7301,benoisey,21500,4.4,47.5833
7302,rouvres en plaine,21110,5.13333,47.2333
7303,bligny les beaune,21200,4.83333,46.9833
7304,le fete,21230,4.51667,47.1833
7305,bierre les semur,21390,4.3,47.4167
7306,sincey les rouvray,21530,4.13333,47.4333
7307,ladoix serrigny,21550,4.88667,47.0662
7308,la chaume,21520,4.83945,47.8792
7309,meulson,21510,4.7,47.6833
7310,belleneuve,21310,5.26667,47.3667
7311,saint aubin,21190,4.70945,46.9503
7312,marcilly sur tille,21120,5.13333,47.5167
7313,corrombles,21460,4.2,47.5167
7314,gurgy la ville,21290,4.93333,47.85
7315,baigneux les juifs,21450,4.63333,47.6
7316,beaunotte,21510,4.7,47.6833
7317,noidan,21390,4.41667,47.35
7318,sacquenay,21260,5.31667,47.5833
7319,arc sur tille,21560,5.18333,47.3333
7320,chaignay,21120,5.06667,47.4667
7321,brion sur ource,21570,4.65,47.9167
7322,grosbois en montagne,21540,4.6,47.3167
7323,moitron,21510,4.81667,47.6833
7324,fauverney,21110,5.15,47.25
7325,echevannes,21120,5.16667,47.5333
7326,labergement les seurre,21820,5.08333,47
7327,dienay,21120,5.06667,47.5167
7328,la rochepot,21340,4.68333,46.95
7329,busserotte et montenaille,21580,4.97667,47.6631
7330,saint maurice sur vingeanne,21610,5.4,47.5833
7331,morey saint denis,21220,4.96667,47.2
7332,braux,21390,4.43333,47.4167
7333,aiserey,21110,5.16667,47.1667
7334,nan sous thil,21390,4.35,47.3833
7335,aisy sous thil,21390,4.28333,47.4
7336,terrefondree,21290,4.86667,47.7333
7337,eringes,21500,4.46667,47.6
7338,chazeuil,21260,5.27084,47.5598
7339,fontenelle,21610,5.37473,47.5017
7340,pralon,21410,4.78333,47.3
7341,saint seine en bache,21130,5.36667,47.1167
7342,mussy la fosse,21150,4.43333,47.5167
7343,athie,21500,4.25389,47.5662
7344,juilly,21140,4.4,47.5
7345,tarsul,21120,4.98333,47.5333
7346,courcelles fremoy,21460,4.16667,47.45
7347,bure les templiers,21290,4.9,47.7333
7348,fenay,21600,5.06667,47.2333
7349,thury,21340,4.52417,47.0337
7350,l etang vergy,21220,4.88333,47.1833
7351,semond,21450,4.6,47.7167
7352,villers la faye,21700,4.88333,47.1
7353,saint martin du mont,21440,4.78639,47.4331
7354,ternant,21220,4.85,47.2
7355,griselles,21330,4.35,47.8667
7356,chateauneuf,21320,4.65,47.2167
7357,aubigny la ronce,21340,4.61667,46.9833
7358,messanges,21220,4.8725,47.1623
7359,pouillenay,21150,4.46667,47.5
7360,veuvey sur ouche,21360,4.71667,47.1833
7361,mirebeau sur beze,21310,5.31667,47.4
7362,grancey sur ource,21570,4.58666,48.0074
7363,arceau,21310,5.18333,47.3833
7364,prusly sur ource,21400,4.66667,47.8667
7365,chassey,21150,4.45,47.4833
7366,torcy et pouligny,21460,4.21667,47.4833
7367,talant,21240,5,47.3167
7368,magny saint medard,21310,5.25,47.3833
7369,pasques,21370,4.86667,47.3667
7370,remilly sur tille,21560,5.21667,47.3167
7371,saint remy,21500,4.29806,47.6367
7372,daix,21121,5,47.35
7373,saint anthot,21540,4.65,47.3167
7374,neuilly les dijon,21800,5.1,47.2833
7375,villars et villenotte,21140,4.38333,47.5167
7376,cessey sur tille,21110,5.21667,47.2833
7377,champrenault,21690,4.68333,47.4
7378,collonges les premieres,21110,5.26667,47.2167
7379,asnieres les dijon,21380,5.03333,47.3833
7380,villebichot,21700,5.05,47.1333
7381,fain les montbard,21500,4.38333,47.6
7382,boncourt le bois,21700,5,47.1333
7383,jeux les bard,21460,4.25,47.5333
7384,poincon les larrey,21330,4.45,47.8667
7385,marsannay le bois,21380,5.1,47.4333
7386,chaumont le bois,21400,4.58333,47.9167
7387,meilly sur rouvres,21320,4.55,47.2
7388,sainte colombe sur seine,21400,4.54112,47.872
7389,frolois,21150,4.63333,47.5333
7390,poiseul les saulx,21120,5,47.5667
7391,cuiserey,21310,5.31667,47.3667
7392,epagny,21380,5.06667,47.45
7393,nod sur seine,21400,4.56667,47.7667
7394,chevannay,21540,4.65,47.4
7395,dompierre en morvan,21390,4.23333,47.4
7396,marsannay la cote,21160,4.98333,47.2667
7397,saint pierre en vaux,21230,4.53333,47.05
7398,sussey,21430,4.36667,47.2167
7399,urcy,21220,4.85,47.2667
7400,marey les fussey,21700,4.86667,47.1167
7401,larrey,21330,4.43333,47.8833
7402,saint victor sur ouche,21410,4.75,47.2333
7403,montberthault,21460,4.16667,47.4667
7404,quemigny sur seine,21510,4.66667,47.6667
7405,flagey echezeaux,21640,4.98333,47.1667
7406,arnay le duc,21230,4.48333,47.1333
7407,saint romain,21190,4.7,47
7408,orret,21450,4.68333,47.6
7409,belan sur ource,21570,4.65,47.9333
7410,plombieres les dijon,21370,4.96667,47.3333
7411,pouilly en auxois,21320,4.55,47.2667
7412,barbirey sur ouche,21410,4.75,47.25
7413,ruffey les echirey,21490,5.08333,47.3667
7414,saulon la rue,21910,5.06667,47.2167
7415,poiseul la ville et laperriere,21450,4.66973,47.5623
7416,curtil vergy,21220,4.88333,47.1667
7417,hauteroche,21150,4.58333,47.5
7418,lacanche,21230,4.56667,47.0667
7419,chailly sur armancon,21320,4.48333,47.2667
7420,vannaire,21400,4.56667,47.9167
7421,dampierre et flee,21310,5.36667,47.4667
7422,marey sur tille,21120,5.05,47.5833
7423,molphey,21210,4.21667,47.35
7424,touillon,21500,4.43333,47.65
7425,ouges,21600,5.06667,47.2667
7426,licey sur vingeanne,21610,5.38333,47.4833
7427,champagne sur vingeanne,21310,5.4,47.45
7428,flavigny sur ozerain,21150,4.53333,47.5
7429,vievigne,21310,5.23333,47.4333
7430,massingy les semur,21140,4.4,47.5167
7431,montigny mornay villeneuve sur vingeanne,21610,5.43778,47.5653
7432,couternon,21560,5.15,47.3333
7433,corpoyer la chapelle,21150,4.61667,47.5333
7434,civry en montagne,21320,4.6,47.2833
7435,ampilly les bordes,21450,4.63333,47.6333
7436,genlis,21110,5.21667,47.2333
7437,chatellenot,21320,4.48917,47.2362
7438,antheuil,21360,4.75,47.1667
7439,soirans,21110,5.28862,47.2067
7440,cerilly,21330,4.49584,47.8659
7441,vandenesse en auxois,21320,4.6,47.2167
7442,broin,21250,5.1,47.0833
7443,courban,21520,4.73333,47.9167
7444,thomirey,21360,4.58333,47.0833
7445,la roche vanneau,21150,4.53333,47.4667
7446,baubigny,21340,4.68333,46.9667
7447,lantilly,21140,4.38333,47.55
7448,jallanges,21250,5.15,46.9833
7449,labergement les auxonne,21130,5.38333,47.15
7450,buxerolles,21290,4.93333,47.8
7451,eguilly,21320,4.5,47.3
7452,lux,21120,5.21195,47.4909
7453,musigny,21230,4.51667,47.1667
7454,chanceaux,21440,4.7,47.5167
7455,thoisy la berchere,21210,4.33333,47.25
7456,rouvray,21530,4.10389,47.4245
7457,saussey,21360,4.61667,47.0667
7458,vieux chateau,21460,4.13333,47.4667
7459,orville,21260,5.2,47.55
7460,prenois,21370,4.9,47.3833
7461,frenois,21120,4.9,47.5333
7462,auxonne,21130,5.38333,47.2
7463,ecutigny,21360,4.61667,47.0833
7464,diancey,21430,4.36667,47.1833
7465,aubigny en plaine,21170,5.16667,47.1333
7466,savilly,21430,4.28333,47.1167
7467,saint jean de losne,21170,5.25,47.1
7468,chorey les beaune,21200,4.86667,47.05
7469,cormot le grand,21340,4.63333,46.9667
7470,monthelie,21190,4.76667,47
7471,grosbois les tichey,21250,5.23333,47
7472,beneuvre,21290,4.95,47.7
7473,creancey,21320,4.6,47.25
7474,minot,21510,4.86667,47.6667
7475,bevy,21220,4.85,47.1833
7476,boudreville,21520,4.81667,47.9333
7477,semarey,21320,4.63333,47.2667
7478,laignes,21330,4.36667,47.8333
7479,barges,21910,5.06667,47.2167
7480,chambain,21290,4.91667,47.8
7481,tart l abbaye,21110,5.25,47.1833
7482,courlon,21580,5,47.65
7483,gommeville,21400,4.5,47.9667
7484,fraignot et vesvrotte,21580,4.93333,47.65
7485,premieres,21110,5.28333,47.2333
7486,avelanges,21120,5.03333,47.5833
7487,thoisy le desert,21320,4.53333,47.25
7488,saint germain les senailly,21500,4.26667,47.6
7489,vertault,21330,4.35,47.9167
7490,blagny sur vingeanne,21310,5.36667,47.4333
7491,villers patras,21400,4.55,47.9333
7492,montigny sur armancon,21140,4.36667,47.4333
7493,panges,21540,4.8,47.3667
7494,courcelles les semur,21140,4.3,47.45
7495,montot,21170,5.24584,47.1412
7496,moutiers saint jean,21500,4.21667,47.5667
7497,nogent les montbard,21500,4.38139,47.6084
7498,talmay,21270,5.43333,47.35
7499,corberon,21250,4.98333,47.0167
7500,posanges,21350,4.51667,47.4167
7501,clery,21270,5.5,47.2833
7502,pluvault,21110,5.25,47.2167
7503,vernot,21120,4.98333,47.4833
7504,liernais,21430,4.28333,47.2
7505,magnien,21230,4.43333,47.1
7506,magny les villers,21700,4.88333,47.1
7507,saint usage,21170,5.26667,47.1
7508,veilly,21360,4.6,47.1167
7509,villaines en duesmois,21450,4.5,47.6833
7510,fontaine francaise,21610,5.36667,47.5167
7511,velogny,21350,4.46667,47.4
7512,saint seine l abbaye,21440,4.78333,47.4333
7513,chamesson,21400,4.53333,47.7833
7514,clenay,21490,5.11667,47.4
7515,is sur tille,21120,5.1,47.5167
7516,trouhaut,21440,4.75,47.4
7517,saint apollinaire,21850,5.08333,47.3333
7518,juillenay,21210,4.26667,47.3667
7519,recey sur ource,21290,4.86667,47.7833
7520,montlay en auxois,21210,4.28333,47.35
7521,etalante,21510,4.75,47.6333
7522,labergement foigney,21110,5.25,47.25
7523,bressey sur tille,21560,5.18333,47.3
7524,corcelles les monts,21160,4.93333,47.3
7525,seigny,21150,4.43333,47.5833
7526,blancey,21320,4.46667,47.3
7527,arnay sous vitteaux,21350,4.5,47.45
7528,echigey,21110,5.2,47.1833
7529,essey,21320,4.53333,47.2
7530,marcilly ogny,21320,4.4,47.25
7531,mavilly mandelot,21190,4.73333,47.05
7532,saint symphorien sur saone,21170,5.3,47.1
7533,noiron sur seine,21400,4.48333,47.95
7534,franxault,21170,5.28333,47.05
7535,ahuy,21121,5.03333,47.3667
7536,lanthes,21250,5.2,47
7537,source seine,21690,4.68333,47.4833
7538,chaugey,21290,4.95,47.75
7539,marigny les reullee,21200,4.96667,47
7540,chivres,21820,5.09584,46.9764
7541,chevannes,21220,4.84806,47.1584
7542,leuglay,21290,4.8,47.8167
7543,saffres,21350,4.58333,47.3667
7544,messigny et vantoux,21380,5.01751,47.4059
7545,pagny la ville,21250,5.16667,47.0667
7546,charny,21350,4.42889,47.3367
7547,fontangy,21390,4.35,47.35
7548,magny lambert,21450,4.58333,47.6833
7549,vaux saules,21440,4.8,47.4667
7550,auvillars sur saone,21250,5.1,47.05
7551,saint didier,21210,4.18306,47.33
7552,tanay,21310,5.26667,47.4167
7553,sombernon,21540,4.7,47.3
7554,gurgy le chateau,21290,4.92667,47.8267
7555,vesvres,21350,4.53333,47.3833
7556,saint nicolas les citeaux,21700,5.05,47.1167
7557,savoisy,21500,4.41667,47.7333
7558,molinot,21340,4.58333,47.0167
7559,bagnot,21700,5.08333,47.05
7560,dampierre en montagne,21350,4.56667,47.4333
7561,beze,21310,5.26667,47.4667
7562,vielverge,21270,5.45,47.2667
7563,pouilly sur saone,21250,5.11667,47.0167
7564,censerey,21430,4.35,47.2
7565,la villeneuve les convers,21450,4.56667,47.5667
7566,montoillot,21540,4.65,47.2667
7567,francheville,21440,4.88333,47.45
7568,curley,21220,4.91667,47.2
7569,alise sainte reine,21150,4.48333,47.5333
7570,champdotre,21130,5.3,47.1833
7571,toutry,21460,4.11667,47.5
7572,argilly,21700,5,47.0667
7573,arconcey,21320,4.45,47.2167
7574,grancey le chateau neuvelle,21580,5.02584,47.67
7575,uncey le franc,21350,4.56667,47.35
7576,bonnencontre,21250,5.15,47.0833
7577,buncey,21400,4.56667,47.8167
7578,bellenot sous pouilly,21320,4.55,47.2833
7579,chevigny saint sauveur,21800,5.13333,47.3
7580,corcelles les arts,21190,4.8,46.95
7581,etevaux,21270,5.31667,47.3167
7582,saint leger triey,21270,5.36667,47.3167
7583,pont et massene,21140,4.36667,47.4667
7584,fresnes,21500,4.45,47.6167
7585,villey sur tille,21120,5.1,47.55
7586,beurizot,21350,4.5,47.35
7587,les maillys,21130,5.33333,47.1333
7588,buffon,21500,4.28333,47.65
7589,gresigny sainte reine,21150,4.5,47.55
7590,vignoles,21200,4.88333,47.0333
7591,billy les chanceaux,21450,4.7,47.5333
7592,menetreux le pitois,21150,4.46667,47.5667
7593,gissey sous flavigny,21150,4.58333,47.5167
7594,semur en auxois,21140,4.33361,47.4914
7595,lamargelle,21440,4.83333,47.5333
7596,trocheres,21310,5.3,47.35
